Date,Glucose
1991-03-13 12:00:00,5.699999999999989
1991-03-13 18:00:00,-3.8000000000000114
1991-03-13 22:00:00,-6.599999999999994
1991-03-14 08:00:00,20.0
1991-03-14 12:00:00,16.5
1991-03-14 18:00:00,-23.599999999999994
1991-03-14 22:00:00,-20.900000000000006
1991-03-15 08:00:00,20.30000000000001
1991-03-15 12:00:00,25.299999999999983
1991-03-15 18:00:00,-12.0
1991-03-15 22:00:00,-6.399999999999977
1991-03-16 08:00:00,0.29999999999998295
1991-03-16 12:00:00,12.099999999999994
1991-03-16 18:00:00,-18.299999999999983
1991-03-16 22:00:00,-12.099999999999994
1991-03-17 08:00:00,6.899999999999977
1991-03-17 12:00:00,7.400000000000006
1991-03-17 18:00:00,-19.900000000000006
1991-03-17 22:00:00,-25.0
1991-03-18 08:00:00,5.900000000000006
1991-03-18 12:00:00,4.0
1991-03-18 18:00:00,-0.9000000000000057
1991-03-18 22:00:00,-7.0
1991-03-19 08:00:00,-0.5999999999999943
1991-03-19 12:00:00,2.5999999999999943
1991-03-19 18:00:00,-6.899999999999977
1991-03-19 22:00:00,1.5
1991-03-20 08:00:00,-6.100000000000023
1991-03-20 12:00:00,-1.5999999999999943
1991-03-20 18:00:00,-10.900000000000006
1991-03-20 22:00:00,-9.599999999999994
1991-03-21 08:00:00,16.099999999999994
1991-03-21 12:00:00,-8.199999999999989
1991-03-21 18:00:00,12.900000000000006
1991-03-21 22:00:00,1.0999999999999943
1991-03-22 08:00:00,2.5
1991-03-22 12:00:00,-6.5
1991-03-22 18:00:00,12.0
1991-03-22 22:00:00,-0.09999999999999432
1991-03-23 08:00:00,8.900000000000006
1991-03-23 12:00:00,4.299999999999983
1991-03-23 18:00:00,-12.699999999999989
1991-03-23 22:00:00,2.0
1991-03-24 08:00:00,1.799999999999983
1991-03-24 12:00:00,8.400000000000006
1991-03-24 18:00:00,-0.5
1991-03-24 22:00:00,1.3000000000000114
1991-03-25 08:00:00,-7.099999999999994
1991-03-25 12:00:00,7.0
1991-03-25 18:00:00,-11.400000000000006
1991-03-25 22:00:00,-0.5999999999999943
1991-03-26 08:00:00,-3.9000000000000057
1991-03-26 12:00:00,1.0
1991-03-26 18:00:00,-16.700000000000017
1991-03-26 22:00:00,-14.5
1991-03-27 08:00:00,-6.199999999999989
1991-03-27 12:00:00,5.099999999999994
1991-03-27 18:00:00,-10.199999999999989
1991-03-27 22:00:00,-5.900000000000006
1991-03-28 08:00:00,-8.599999999999994
1991-03-28 12:00:00,-3.700000000000003
1991-03-28 18:00:00,-7.1000000000000085
1991-03-28 22:00:00,-0.6999999999999886
1991-03-29 08:00:00,-6.300000000000011
1991-03-29 12:00:00,-0.5999999999999943
1991-03-29 18:00:00,4.200000000000003
1991-03-29 22:00:00,-4.400000000000006
1991-03-30 08:00:00,0.29999999999999716
1991-03-30 12:00:00,8.600000000000009
1991-03-30 18:00:00,12.099999999999994
1991-03-30 22:00:00,8.399999999999991
1991-03-31 08:00:00,4.200000000000017
1991-03-31 12:00:00,16.900000000000006
1991-03-31 18:00:00,11.299999999999983
1991-03-31 22:00:00,-1.0999999999999943
1991-04-01 08:00:00,-5.400000000000006
1991-04-01 12:00:00,-5.699999999999989
1991-04-01 18:00:00,2.0
1991-04-01 22:00:00,-10.900000000000006
1991-04-02 08:00:00,-13.5
1991-04-02 12:00:00,-14.799999999999997
1991-04-02 18:00:00,18.799999999999997
1991-04-02 22:00:00,-14.200000000000003
1991-04-03 08:00:00,-10.200000000000003
1991-04-03 12:00:00,-2.799999999999997
1991-04-03 18:00:00,6.0
1991-04-03 22:00:00,10.799999999999997
1991-04-04 08:00:00,-1.7999999999999972
1991-04-04 12:00:00,-3.0999999999999943
1991-04-04 18:00:00,21.499999999999986
1991-04-04 22:00:00,17.0
1991-04-05 08:00:00,-15.399999999999977
1991-04-05 12:00:00,-5.800000000000011
1991-04-05 18:00:00,17.599999999999994
1991-04-05 22:00:00,12.5
1991-04-06 08:00:00,0.0
1991-04-06 12:00:00,12.200000000000017
1991-04-06 18:00:00,10.899999999999977
1991-04-06 22:00:00,3.4000000000000057
1991-04-07 08:00:00,-20.400000000000006
1991-04-07 12:00:00,10.600000000000023
1991-04-07 18:00:00,10.0
1991-04-07 22:00:00,12.899999999999977
1991-04-08 08:00:00,-11.699999999999989
1991-04-08 12:00:00,-12.900000000000006
1991-04-08 18:00:00,-5.400000000000006
1991-04-08 22:00:00,-16.299999999999983
1991-04-09 08:00:00,-11.099999999999994
1991-04-09 12:00:00,-3.4000000000000057
1991-04-09 18:00:00,7.0
1991-04-09 22:00:00,-21.80000000000001
1991-04-10 08:00:00,-19.89999999999999
1991-04-10 12:00:00,-8.0
1991-04-10 18:00:00,3.3999999999999915
1991-04-10 22:00:00,4.900000000000006
1991-04-11 08:00:00,12.799999999999997
1991-04-11 12:00:00,4.299999999999997
1991-04-11 18:00:00,10.200000000000017
1991-04-11 22:00:00,10.5
1991-04-12 08:00:00,-3.700000000000017
1991-04-12 12:00:00,-3.1999999999999886
1991-04-12 18:00:00,11.400000000000006
1991-04-12 22:00:00,8.399999999999977
1991-04-13 08:00:00,1.5
1991-04-13 12:00:00,12.400000000000006
1991-04-13 18:00:00,-3.0999999999999943
1991-04-13 22:00:00,-0.4000000000000057
1991-04-14 08:00:00,-1.1999999999999886
1991-04-14 12:00:00,23.900000000000006
1991-04-14 18:00:00,-5.0
1991-04-14 22:00:00,12.699999999999989
1991-04-15 08:00:00,2.9000000000000057
1991-04-15 12:00:00,-12.400000000000006
1991-04-15 18:00:00,-5.599999999999994
1991-04-15 22:00:00,-7.400000000000006
1991-04-16 08:00:00,1.0999999999999943
1991-04-16 12:00:00,-11.799999999999983
1991-04-16 18:00:00,1.1999999999999886
1991-04-16 22:00:00,-29.900000000000006
1991-04-17 08:00:00,10.599999999999994
1991-04-17 12:00:00,-10.599999999999994
1991-04-17 18:00:00,-10.099999999999994
1991-04-17 22:00:00,1.6999999999999886
1991-04-18 08:00:00,3.200000000000017
1991-04-18 12:00:00,-9.400000000000006
1991-04-18 18:00:00,-11.0
1991-04-18 22:00:00,11.200000000000003
1991-04-19 08:00:00,0.8999999999999915
1991-04-19 12:00:00,-0.3999999999999915
1991-04-19 18:00:00,-2.299999999999997
1991-04-19 22:00:00,6.400000000000006
1991-04-20 08:00:00,7.899999999999977
1991-04-20 12:00:00,11.400000000000006
1991-04-20 18:00:00,-0.5999999999999943
1991-04-20 22:00:00,11.900000000000006
1991-04-21 08:00:00,12.699999999999989
1991-04-21 12:00:00,3.0
1991-04-21 18:00:00,-0.29999999999998295
1991-04-21 22:00:00,11.699999999999989
1991-04-22 08:00:00,8.800000000000011
1991-04-22 12:00:00,-4.100000000000023
1991-04-22 18:00:00,-2.6999999999999886
1991-04-22 22:00:00,-5.400000000000006
1991-04-23 08:00:00,2.9000000000000057
1991-04-23 12:00:00,-12.099999999999994
1991-04-23 18:00:00,-7.700000000000017
1991-04-23 22:00:00,-8.599999999999994
1991-04-24 08:00:00,0.30000000000001137
1991-04-24 12:00:00,-14.200000000000017
1991-04-24 18:00:00,-13.199999999999989
1991-04-24 22:00:00,6.699999999999989
1991-04-25 08:00:00,7.600000000000023
1991-04-25 12:00:00,-5.700000000000017
1991-04-25 18:00:00,-6.799999999999983
1991-04-25 22:00:00,7.099999999999994
1991-04-26 08:00:00,10.0
1991-04-26 12:00:00,-0.30000000000001137
1991-04-26 18:00:00,-7.0
1991-04-26 22:00:00,2.200000000000017
1991-04-27 08:00:00,6.699999999999989
1991-04-27 12:00:00,-3.5999999999999943
1991-04-27 18:00:00,-7.099999999999994
1991-04-27 22:00:00,9.099999999999994
1991-04-28 08:00:00,10.5
1991-04-28 12:00:00,4.900000000000006
1991-04-28 18:00:00,-4.100000000000023
1991-04-28 22:00:00,8.900000000000006
1991-04-29 08:00:00,13.0
1991-04-29 12:00:00,2.4000000000000057
1991-04-29 18:00:00,2.4000000000000057
1991-04-29 22:00:00,1.9000000000000057
1991-04-30 08:00:00,5.5
1991-04-30 12:00:00,-8.100000000000023
1991-04-30 18:00:00,-2.0999999999999943
1991-04-30 22:00:00,-2.9000000000000057
1991-05-01 08:00:00,-1.0999999999999943
1991-05-01 12:00:00,-10.099999999999994
1991-05-01 18:00:00,-10.099999999999994
1991-05-01 22:00:00,3.9000000000000057
1991-05-02 08:00:00,-2.9000000000000057
1991-05-02 12:00:00,-8.0
1991-05-02 18:00:00,-11.0
1991-05-02 22:00:00,-0.30000000000001137
1991-05-03 08:00:00,-10.699999999999989
1991-05-03 12:00:00,-9.100000000000009
1991-05-03 18:00:00,-4.700000000000003
1991-05-03 22:00:00,2.200000000000003
1991-05-04 08:00:00,-6.299999999999997
1991-05-04 12:00:00,3.9000000000000057
1991-05-04 18:00:00,4.8999999999999915
1991-05-04 22:00:00,8.600000000000009
1991-05-05 08:00:00,4.299999999999983
1991-05-05 12:00:00,9.900000000000006
1991-05-05 18:00:00,5.700000000000017
1991-05-05 22:00:00,3.0999999999999943
1991-05-06 08:00:00,-5.0
1991-05-06 12:00:00,-4.0
1991-05-06 18:00:00,2.5
1991-05-06 22:00:00,-11.5
1991-05-07 08:00:00,-13.100000000000009
1991-05-07 12:00:00,-13.299999999999997
1991-05-07 18:00:00,11.200000000000003
1991-05-07 22:00:00,10.499999999999986
1991-05-08 08:00:00,-6.999999999999986
1991-05-08 12:00:00,0.8999999999999915
1991-05-08 18:00:00,4.900000000000006
1991-05-08 22:00:00,4.0
1991-05-09 08:00:00,-2.3000000000000114
1991-05-09 12:00:00,5.900000000000006
1991-05-09 18:00:00,4.200000000000017
1991-05-09 22:00:00,10.0
1991-05-10 08:00:00,-17.200000000000017
1991-05-10 12:00:00,-17.0
1991-05-10 18:00:00,4.900000000000006
1991-05-10 22:00:00,-0.4000000000000057
1991-05-11 08:00:00,-5.3999999999999915
1991-05-11 12:00:00,9.0
1991-05-11 18:00:00,4.299999999999997
1991-05-11 22:00:00,2.0999999999999943
1991-05-12 08:00:00,2.0999999999999943
1991-05-12 12:00:00,5.900000000000006
1991-05-12 18:00:00,10.700000000000017
1991-05-12 22:00:00,3.0
1991-05-13 08:00:00,1.5999999999999943
1991-05-13 12:00:00,5.5
1991-05-13 18:00:00,10.5
1991-05-13 22:00:00,-1.4000000000000057
1991-05-14 08:00:00,0.09999999999999432
1991-05-14 12:00:00,1.5999999999999943
1991-05-14 18:00:00,5.900000000000006
1991-05-14 22:00:00,-1.0
1991-05-15 08:00:00,-2.799999999999983
1991-05-15 12:00:00,4.0
1991-05-15 18:00:00,3.0
1991-05-15 22:00:00,0.5999999999999943
1991-05-16 08:00:00,-4.900000000000006
1991-05-16 12:00:00,0.4000000000000057
1991-05-16 18:00:00,1.4000000000000057
1991-05-16 22:00:00,-4.600000000000023
1991-05-17 08:00:00,-8.0
1991-05-17 12:00:00,-0.5
1991-05-17 18:00:00,-3.0999999999999943
1991-05-17 22:00:00,-8.299999999999983
1991-05-18 08:00:00,-8.5
1991-05-18 12:00:00,3.1999999999999886
1991-05-18 18:00:00,7.400000000000006
1991-05-18 22:00:00,-0.09999999999999432
1991-05-19 08:00:00,0.8999999999999773
1991-05-19 12:00:00,5.0
1991-05-19 18:00:00,3.9000000000000057
1991-05-19 22:00:00,-7.299999999999983
1991-05-20 08:00:00,5.099999999999994
1991-05-20 12:00:00,4.799999999999983
1991-05-20 18:00:00,10.900000000000006
1991-05-20 22:00:00,-1.0999999999999943
1991-05-21 08:00:00,-7.0
1991-05-21 12:00:00,-0.9000000000000057
1991-05-21 18:00:00,7.599999999999994
1991-05-21 22:00:00,0.9000000000000057
1991-05-22 08:00:00,1.700000000000017
1991-05-22 12:00:00,9.699999999999989
1991-05-22 18:00:00,1.9000000000000057
1991-05-22 22:00:00,3.6999999999999886
1991-05-23 08:00:00,-4.400000000000006
1991-05-23 12:00:00,2.200000000000017
1991-05-23 18:00:00,5.0
1991-05-23 22:00:00,-1.5
1991-05-24 08:00:00,-13.200000000000017
1991-05-24 12:00:00,-1.0
1991-05-24 18:00:00,-1.5999999999999943
1991-05-24 22:00:00,-5.900000000000006
1991-05-25 08:00:00,-8.099999999999994
1991-05-25 12:00:00,-8.699999999999989
1991-05-25 18:00:00,-5.599999999999994
1991-05-25 22:00:00,-10.900000000000006
1991-05-26 08:00:00,-10.099999999999994
1991-05-26 12:00:00,-5.000000000000014
1991-05-26 18:00:00,3.200000000000003
1991-05-26 22:00:00,-9.299999999999997
1991-05-27 08:00:00,-8.5
1991-05-27 12:00:00,-5.1000000000000085
1991-05-27 18:00:00,-4.099999999999994
1991-05-27 22:00:00,-1.7000000000000028
1991-05-28 08:00:00,-4.3999999999999915
1991-05-28 12:00:00,0.8999999999999915
1991-05-28 18:00:00,4.6000000000000085
1991-05-28 22:00:00,-0.6000000000000085
1991-05-29 08:00:00,-6.5
1991-05-29 12:00:00,5.400000000000006
1991-05-29 18:00:00,4.299999999999997
1991-05-29 22:00:00,-0.4000000000000057
1991-05-30 08:00:00,8.200000000000003
1991-05-30 12:00:00,10.200000000000003
1991-05-30 18:00:00,15.599999999999994
1991-05-30 22:00:00,8.0
1991-05-31 08:00:00,1.9000000000000057
1991-05-31 12:00:00,11.099999999999994
1991-05-31 18:00:00,11.400000000000006
1991-05-31 22:00:00,1.9000000000000057
1991-06-01 08:00:00,2.799999999999983
1991-06-01 12:00:00,1.3000000000000114
1991-06-01 18:00:00,-0.5999999999999943
1991-06-01 22:00:00,-6.099999999999994
1991-06-02 08:00:00,-11.0
1991-06-02 12:00:00,-10.200000000000017
1991-06-02 18:00:00,-6.0
1991-06-02 22:00:00,-13.400000000000006
1991-06-03 08:00:00,-9.699999999999989
1991-06-03 12:00:00,-1.9000000000000057
1991-06-03 18:00:00,6.300000000000011
1991-06-03 22:00:00,9.799999999999983
1991-06-04 08:00:00,4.400000000000006
1991-06-04 12:00:00,10.400000000000006
1991-06-04 18:00:00,11.0
1991-06-04 22:00:00,1.3000000000000114
1991-06-05 08:00:00,6.5
1991-06-05 12:00:00,12.299999999999983
1991-06-05 18:00:00,8.599999999999994
1991-06-05 22:00:00,-3.0999999999999943
1991-06-06 08:00:00,-2.5999999999999943
1991-06-06 12:00:00,1.8000000000000114
1991-06-06 18:00:00,-1.6000000000000227
1991-06-06 22:00:00,-5.599999999999994
1991-06-07 08:00:00,-1.1999999999999886
1991-06-07 12:00:00,18.799999999999983
1991-06-07 18:00:00,5.5
1991-06-07 22:00:00,-2.0
1991-06-08 08:00:00,4.200000000000017
1991-06-08 12:00:00,8.599999999999994
1991-06-08 18:00:00,2.5999999999999943
1991-06-08 22:00:00,-2.799999999999983
1991-06-09 08:00:00,3.1999999999999886
1991-06-09 12:00:00,5.199999999999989
1991-06-09 18:00:00,6.0
1991-06-09 22:00:00,-0.799999999999983
1991-06-10 08:00:00,8.5
1991-06-10 12:00:00,12.0
1991-06-10 18:00:00,6.5
1991-06-10 22:00:00,6.999999999999972
1991-06-11 08:00:00,-2.2999999999999545
1991-06-11 12:00:00,-3.200000000000017
1991-06-11 18:00:00,-5.5
1991-06-11 22:00:00,-10.0
1991-06-12 08:00:00,-10.300000000000011
1991-06-12 12:00:00,-13.900000000000006
1991-06-12 18:00:00,-17.5
1991-06-12 22:00:00,-20.899999999999977
1991-06-13 08:00:00,-14.0
